,Femme,Homme,Age1,Age2,Age3,Age4,Age5,Age6
rabattu,0,1,0,0,0,0,0,1
rabbi,1,0,0,0,0,1,0,0
rabza,1,0,0,1,0,0,0,0
rac,4,0,3,0,1,0,0,0
racail,0,1,1,0,0,0,0,0
racaille,9,0,1,5,0,3,0,0
racailles,1,0,0,1,0,0,0,0
raccompagner,1,0,0,0,0,1,0,0
raccompagnera,1,0,0,0,0,0,0,1
raccompagnerez,1,0,0,0,0,0,0,1
raccompagnié,0,1,0,0,0,0,1,0
raccompagnée,1,0,1,0,0,0,0,0
racconta,1,0,0,0,0,0,0,1
raccontami,1,0,0,0,0,0,0,1
raccontant,1,0,0,0,0,0,0,1
raccontarti,1,0,0,0,0,0,0,1
racconte,1,0,0,0,0,0,0,1
racconter,1,0,0,0,0,0,0,1
raccoonte,1,0,0,1,0,0,0,0
raccorches,1,0,0,0,0,1,0,0
raccordée,2,0,0,0,0,0,0,2
raccourci,1,2,1,0,0,0,0,2
raccourcie,0,1,1,0,0,0,0,0
raccourcir,2,2,0,1,0,1,2,0
raccourcis,1,3,0,0,0,2,2,0
raccrochant,1,0,0,0,0,1,0,0
raccroche,4,2,2,0,3,1,0,0
raccrocher,6,6,2,2,2,2,1,3
raccroches,2,0,0,1,0,1,0,0
raccroché,4,3,0,0,3,2,1,1
race,6,1,2,2,0,0,3,0
races,2,0,0,0,0,0,1,1
rach,1,0,0,0,1,0,0,0
rache,0,1,0,0,0,0,1,0
rachel,3,0,0,0,0,1,2,0
racheter,8,1,0,0,1,4,2,2
racheterais,2,0,0,1,0,1,0,0
racheté,1,1,0,0,0,1,1,0
rachitique,1,0,0,0,0,0,0,1
rachète,1,2,0,1,0,0,1,1
racine,1,2,2,1,0,0,0,0
racines,0,1,1,0,0,0,0,0
racing,0,1,1,0,0,0,0,0
racisme,2,0,0,0,0,1,1,0
raciste,4,1,1,0,0,3,1,0
racistes,1,0,0,1,0,0,0,0
racle,1,0,0,0,0,0,1,0
raclet,1,1,2,0,0,0,0,0
raclette,20,0,0,3,2,2,1,12
raclo,1,0,0,1,0,0,0,0
raclure,0,1,0,1,0,0,0,0
raclè,1,0,0,0,0,1,0,0
racontais,2,1,1,0,0,2,0,0
racontait,2,1,0,1,1,0,0,1
raconte,107,41,28,41,9,23,36,11
racontedrai,1,0,0,0,0,1,0,0
raconter,46,18,12,11,2,14,16,9
racontera,17,6,1,7,2,0,9,4
raconterai,29,4,4,10,1,4,9,5
raconterais,17,0,7,2,0,5,1,2
raconterait,1,0,0,0,0,1,0,0
raconteras,30,4,2,2,5,4,15,6
raconterè,1,0,0,0,0,0,0,1
racontes,28,5,2,10,1,13,3,4
racontiez,0,1,1,0,0,0,0,0
racontr,1,0,0,0,0,1,0,0
racontra,0,3,0,0,0,0,3,0
racontrai,0,1,0,0,0,0,1,0
raconté,16,9,3,5,4,6,5,2
racooontes,1,0,0,0,0,1,0,0
racooooonte,1,0,0,0,1,0,0,0
racrochè,1,0,1,0,0,0,0,0
radar,0,1,0,0,0,0,1,0
radars,0,1,0,0,0,0,1,0
rade,3,0,0,1,0,1,0,1
radiateur,3,0,2,1,0,0,0,0
radicale,0,1,1,0,0,0,0,0
radicalement,1,0,0,0,0,0,1,0
radie,1,0,0,1,0,0,0,0
radieuse,1,0,0,0,0,1,0,0
radieux,3,0,0,1,0,0,0,2
radin,2,0,1,0,0,0,1,0
radines,1,0,0,0,0,0,1,0
radins,2,1,0,1,0,0,1,1
radio,37,7,5,8,3,4,16,8
radioactivité,1,0,0,0,0,0,1,0
radiologie,1,0,0,1,0,0,0,0
radiologues,1,0,0,0,0,0,0,1
radios,0,1,0,0,1,0,0,0
radis,2,0,0,1,0,0,1,0
radote,2,0,0,0,0,1,1,0
rafale,2,0,0,1,0,1,0,0
rafales,2,0,0,1,1,0,0,0
rafle,0,1,0,1,0,0,0,0
rafraichir,1,0,0,0,0,0,1,0
rafraichis,1,0,0,0,0,0,1,0
rafraichit,2,0,0,1,0,0,0,1
ragazzo,2,0,0,0,0,0,0,2
rage,14,3,2,7,1,1,1,5
rageant,1,0,0,1,0,0,0,0
rager,1,2,1,0,1,0,1,0
rageux,1,0,0,0,0,0,1,0
ragga,1,0,0,0,0,0,1,0
raggae,1,0,0,0,0,0,1,0
ragione,1,0,0,0,0,0,0,1
ragnagna,1,0,0,0,0,0,1,0
ragots,3,1,0,3,1,0,0,0
ragoux,0,1,0,0,0,0,1,0
rah,6,1,1,4,1,0,0,1
rahh,2,0,0,2,0,0,0,0
raide,3,2,0,2,0,1,0,2
raider,1,0,0,0,0,0,0,1
raides,1,1,0,1,0,0,0,1
raie,3,2,1,2,0,2,0,0
rail,1,0,0,0,1,0,0,0
rain,2,1,0,0,0,2,0,1
raining,2,0,0,0,0,0,2,0
raiponce,0,1,0,0,0,0,0,1
raisin,3,3,1,0,1,0,3,1
raisins,2,1,0,2,0,0,1,0
raison,235,86,65,54,24,67,53,58
raisonable,1,0,0,0,0,0,0,1
raisonnable,14,2,2,2,1,5,4,2
raisonnablement,1,0,0,0,0,1,0,0
raisonnement,4,0,1,1,0,2,0,0
raisonnent,1,0,0,1,0,0,0,0
raisonner,1,0,0,0,0,1,0,0
raisonnez,0,1,0,1,0,0,0,0
raisonnée,1,0,0,0,0,1,0,0
raisons,17,8,5,1,1,7,8,3
raisoon,2,0,0,0,2,0,0,0
raisooooon,1,0,0,1,0,0,0,0
rajout,1,0,0,0,0,0,0,1
rajoutait,1,0,0,0,0,1,0,0
rajoutant,0,1,1,0,0,0,0,0
rajoute,21,2,7,6,2,2,2,4
rajoutent,1,0,0,0,0,1,0,0
rajouter,10,4,2,3,1,0,5,3
rajoutera,0,1,0,0,0,0,1,0
rajoutes,2,0,0,0,0,1,1,0
rajouté,7,0,2,1,0,2,2,0
raket,1,0,0,0,1,0,0,0
rakette,4,0,0,0,4,0,0,0
rakrochè,1,0,1,0,0,0,0,0
rala,1,0,1,0,0,0,0,0
ralala,7,0,0,0,1,4,0,2
rale,3,0,0,1,0,2,0,0
ralenti,3,2,0,0,0,2,3,0
ralentie,1,0,0,1,0,0,0,0
ralentir,0,1,0,0,0,0,1,0
ralentissements,0,1,0,0,0,0,0,1
raler,7,1,0,1,1,3,2,1
rales,2,0,1,0,0,1,0,0
raleurs,1,0,0,0,0,1,0,0
rallierais,1,0,0,0,0,0,0,1
rallonge,4,0,0,0,0,1,3,0
rallonger,0,1,1,0,0,0,0,0
rallume,2,1,0,1,1,0,1,0
rallumer,7,0,0,0,0,6,1,0
rallumé,2,0,0,0,0,1,1,0
rallye,1,0,0,0,0,0,1,0
ralonge,0,1,0,0,1,0,0,0
ralume,2,0,0,2,0,0,0,0
ralumè,1,0,0,0,0,0,0,1
ralé,3,0,1,1,0,1,0,0
ram,0,1,0,1,0,0,0,0
ramadan,3,0,0,0,0,2,0,1
ramass,1,0,0,0,0,0,0,1
ramassais,1,0,0,0,0,1,0,0
ramasse,3,0,0,1,0,1,0,1
ramasser,3,2,0,2,0,2,0,1
ramassez,1,0,0,1,0,0,0,0
ramassr,1,0,0,1,0,0,0,0
ramassée,0,1,0,0,0,0,0,1
rambla,1,0,0,0,0,0,1,0
rame,7,2,0,1,1,4,0,3
ramenait,1,1,1,0,0,1,0,0
ramene,22,13,8,10,6,4,3,4
ramenent,1,0,0,1,0,0,0,0
ramener,67,21,17,16,13,15,10,17
ramenera,3,0,1,1,0,0,1,0
ramenerai,2,0,0,1,0,0,0,1
ramenerais,1,0,0,0,0,1,0,0
ramenes,2,0,0,1,0,0,0,1
ramenez,2,1,1,0,1,1,0,0
ramenner,2,0,2,0,0,0,0,0
ramenè,1,0,0,0,0,0,0,1
ramenès,0,1,0,0,0,0,0,1
ramené,15,4,1,3,0,2,10,3
ramer,1,1,0,1,0,0,0,1
rameur,1,0,0,0,0,1,0,0
rameurs,0,2,0,0,0,0,0,2
rameuses,0,1,0,0,0,0,0,1
ramine,1,0,0,0,1,0,0,0
rammasse,0,1,1,0,0,0,0,0
rammstein,1,0,0,0,0,1,0,0
ramner,1,0,0,0,1,0,0,0
ramoli,1,0,0,1,0,0,0,0
ramollie,1,0,0,1,0,0,0,0
ramolo,1,0,0,0,0,1,0,0
ramonage,1,0,0,0,1,0,0,0
ramoneur,0,1,0,0,0,0,0,1
ramonville,0,6,6,0,0,0,0,0
rampant,1,0,0,0,0,1,0,0
rampe,3,1,2,0,0,2,0,0
ramper,1,0,0,0,0,1,0,0
ramtanink,1,0,1,0,0,0,0,0
ramène,53,21,15,8,4,23,12,12
ramènent,1,0,0,0,0,1,0,0
ramènera,2,2,0,1,2,0,0,1
ramènerai,2,0,1,0,1,0,0,0
ramènerais,2,0,2,0,0,0,0,0
ramènes,0,2,1,0,0,0,0,1
raménerais,1,0,0,0,0,0,0,1
ranafout,0,1,1,0,0,0,0,0
rancais,1,0,0,1,0,0,0,0
rancardé,0,1,0,0,1,0,0,0
ranchement,1,0,0,0,0,1,0,0
rancoeur,1,0,0,0,0,0,0,1
rancune,1,0,0,1,0,0,0,0
rancunière,1,0,1,0,0,0,0,0
rando,3,0,1,0,0,0,1,1
randonne,1,0,0,0,0,0,0,1
randonnée,1,0,0,0,1,0,0,0
randstat,0,1,0,0,0,0,1,0
raneme,1,0,1,0,0,0,0,0
rang,4,1,0,3,0,2,0,0
range,20,2,6,4,0,4,0,8
rangeais,2,0,1,1,0,0,0,0
rangeant,1,1,1,1,0,0,0,0
rangemant,1,0,1,0,0,0,0,0
rangement,13,0,1,3,0,3,2,4
ranger,26,6,6,7,0,8,3,8
rangeras,1,0,0,0,0,0,1,0
rangers,1,1,0,1,0,0,0,1
rangeuil,1,0,0,0,0,0,1,0
rangs,1,0,0,0,0,1,0,0
rangueil,1,1,1,0,0,0,0,1
rangé,11,0,0,2,0,4,3,2
rangée,1,3,0,0,0,1,0,3
rangés,1,0,0,0,0,1,0,0
rantre,0,2,0,0,0,0,0,2
raonté,1,0,0,0,0,0,1,0
raoul,1,0,0,0,0,0,0,1
rap,2,2,0,1,0,0,3,0
rapace,0,1,0,1,0,0,0,0
rapatrier,1,0,0,0,0,0,1,0
rape,1,0,0,1,0,0,0,0
rapel,8,2,4,3,0,0,2,1
rapeler,3,0,0,0,0,1,1,1
rapelerai,1,0,0,0,0,0,1,0
rapelerais,0,1,0,1,0,0,0,0
rapelle,14,6,6,2,1,4,4,3
rapeller,5,0,1,0,0,1,3,0
rapelles,1,0,0,0,0,0,1,0
rapelé,1,0,0,0,0,0,1,0
rapide,45,9,8,10,2,12,10,12
rapidement,35,12,4,8,0,13,11,11
rapides,0,1,0,0,0,0,0,1
rapidite,1,0,0,1,0,0,0,0
rapiditer,1,0,1,0,0,0,0,0
rapidité,3,0,1,0,0,1,1,0
rapido,1,1,0,0,0,0,1,1
rapidos,0,1,0,0,0,0,0,1
rapl,1,0,0,0,1,0,0,0
raplapla,2,0,0,0,0,0,0,2
raplique,1,0,1,0,0,0,0,0
raplè,1,0,1,0,0,0,0,0
raplé,1,0,0,1,0,0,0,0
rapor,0,1,1,0,0,0,0,0
raport,1,0,0,0,0,0,0,1
rappe,3,0,0,0,0,0,3,0
rappel,27,21,16,3,7,2,12,8
rappelais,1,0,1,0,0,0,0,0
rappelait,2,0,0,0,1,0,0,1
rappele,1,0,0,0,0,0,0,1
rappeler,61,12,4,19,1,16,15,18
rappelera,1,1,0,0,1,0,1,0
rappelerai,2,0,0,1,0,0,0,1
rappelerais,1,0,1,0,0,0,0,0
rappelez,1,0,1,0,0,0,0,0
rappelle,97,18,18,14,11,38,11,23
rappeller,8,2,2,1,0,2,1,4
rappellera,1,0,0,0,0,0,1,0
rappellerai,4,0,0,1,0,2,1,0
rappellerais,2,0,0,1,0,0,1,0
rappelles,7,0,0,1,1,4,0,1
rappellé,2,2,0,1,1,1,0,1
rappels,1,0,0,0,0,0,1,0
rappelé,5,2,0,1,1,3,0,2
rappelée,3,0,0,1,0,0,1,1
rappeur,1,0,0,0,0,1,0,0
rapport,120,34,21,39,10,44,25,15
rapporte,4,1,1,1,0,2,1,0
rapporter,3,0,2,1,0,0,0,0
rapporterai,1,0,1,0,0,0,0,0
rapports,2,0,1,0,0,1,0,0
rapporté,1,0,0,0,0,0,0,1
rapportée,0,1,0,0,0,0,1,0
rapproche,3,1,1,0,0,1,2,0
rapprochee,1,0,0,0,1,0,0,0
rapprochent,0,1,0,0,0,0,1,0
rapprocher,5,2,2,2,0,1,1,1
rapproché,2,0,0,0,0,1,0,1
rapprochées,2,0,2,0,0,0,0,0
rappèlera,0,1,0,0,1,0,0,0
rapris,1,0,0,0,1,0,0,0
raprochement,0,1,1,0,0,0,0,0
raproches,1,1,0,1,0,0,0,1
rapture,1,0,0,0,0,0,0,1
rapè,1,0,1,0,0,0,0,0
rapèlerai,0,1,0,1,0,0,0,0
rapé,0,2,0,0,1,0,0,1
raqlet,0,1,1,0,0,0,0,0
raquette,6,3,1,0,5,0,3,0
raquettes,1,1,0,0,1,0,0,1
rare,20,4,5,3,0,6,4,6
rarement,10,2,1,4,1,2,2,2
rares,5,1,1,0,0,4,0,1
rarissime,0,1,1,0,0,0,0,0
ras,14,1,1,0,2,3,3,6
rasait,0,1,1,0,0,0,0,0
rascal,0,1,0,1,0,0,0,0
rase,1,1,0,1,0,0,0,1
raser,1,2,1,1,0,1,0,0
rasmoquette,0,1,0,0,0,0,1,0
rasoirs,1,0,0,0,0,1,0,0
rassemble,1,0,0,0,0,1,0,0
rassembler,0,1,0,0,1,0,0,0
rassemblé,2,0,0,0,0,0,0,2
rassurant,5,4,1,2,0,2,1,3
rassurante,2,0,0,0,0,1,0,1
rassure,30,9,4,8,4,6,6,11
rassuree,1,0,0,0,0,0,0,1
rassurent,0,1,0,0,0,0,1,0
rassurer,9,4,3,1,2,3,3,1
rassureras,1,0,0,1,0,0,0,0
rassureront,1,0,0,0,0,0,1,0
rassures,6,1,1,1,0,3,1,1
rassuré,6,2,1,1,2,2,1,1
rassurée,7,0,1,1,0,1,0,4
rassurés,1,0,1,0,0,0,0,0
rasta,5,0,0,4,0,1,0,0
rasé,2,0,1,0,0,0,1,0
rasée,1,0,1,0,0,0,0,0
rat,9,1,0,3,2,0,1,4
ratant,1,0,1,0,0,0,0,0
ratatouille,1,0,0,0,0,0,0,1
ratchou,1,0,0,0,1,0,0,0
rate,19,6,5,2,3,8,1,6
rateau,1,0,0,0,0,0,0,1
ratent,1,0,0,0,0,0,1,0
rater,18,8,7,3,3,4,3,6
raterai,1,0,0,1,0,0,0,0
raterais,1,1,0,1,1,0,0,0
rates,4,0,1,0,0,2,1,0
rather,0,1,0,0,0,0,0,1
ration,1,0,0,0,0,1,0,0
rationalité,1,0,0,0,0,0,1,0
rationnel,1,0,0,0,0,0,1,0
rationnelle,1,0,0,0,0,1,0,0
rations,0,1,0,0,0,0,0,1
ratito,1,0,0,0,1,0,0,0
rato,1,1,1,0,0,0,1,0
raton,2,0,0,0,0,2,0,0
ratp,2,0,0,0,0,0,1,1
ratrape,1,0,0,0,0,0,0,1
ratraper,1,0,1,0,0,0,0,0
ratrapera,1,0,0,1,0,0,0,0
ratrapper,0,1,1,0,0,0,0,0
rats,0,1,0,0,0,0,0,1
rattacher,1,0,0,0,0,0,1,0
ratter,1,0,0,1,0,0,0,0
rattrapable,2,0,0,0,0,1,0,1
rattrapage,4,2,0,3,0,1,2,0
rattrapages,1,0,0,1,0,0,0,0
rattrapagés,1,0,0,1,0,0,0,0
rattrape,12,0,1,2,1,5,3,0
rattraper,30,6,9,7,1,14,2,3
rattrapera,6,2,0,2,2,1,0,3
rattraperai,2,0,1,0,1,0,0,0
rattrapes,4,0,0,1,0,0,3,0
rattrapper,1,0,0,1,0,0,0,0
rattrapé,3,1,2,1,0,1,0,0
rattrapée,1,0,1,0,0,0,0,0
ratus,1,0,0,0,0,1,0,0
ratè,5,0,4,0,0,0,0,1
raté,42,15,15,9,2,10,5,16
ratée,1,0,0,0,0,0,0,1
ratés,0,3,1,0,0,0,2,0
ravages,2,0,0,0,0,0,2,0
raval,1,0,0,0,0,0,1,0
rave,2,0,2,0,0,0,0,0
ravi,4,0,0,0,1,0,0,3
ravie,15,1,0,2,0,5,4,5
raviole,2,0,0,0,0,0,2,0
raviolis,1,1,0,0,0,0,1,1
ravir,2,0,0,0,0,2,0,0
ravis,0,1,0,0,0,0,0,1
ravissant,1,0,0,0,0,0,0,1
ravisé,1,0,0,0,0,1,0,0
ravitaillement,1,1,0,1,0,0,1,0
ravoir,0,1,0,0,0,0,1,0
ray,0,3,1,0,0,0,0,2
rayban,2,0,0,0,0,2,0,0
raye,3,0,2,0,0,0,1,0
rayer,3,1,1,0,1,0,1,1
rayman,1,0,0,0,0,1,0,0
rayon,21,11,0,5,0,3,12,12
rayonnante,1,0,0,1,0,0,0,0
rayons,5,1,0,2,0,0,1,3
rayure,2,0,0,0,0,0,2,0
rayures,2,1,0,2,1,0,0,0
rayyee,0,1,1,0,0,0,0,0
rayyeee,0,1,1,0,0,0,0,0
rayé,2,1,1,0,0,2,0,0
raz,1,1,1,0,0,0,0,1
raze,1,0,0,1,0,0,0,0
razer,1,0,0,1,0,0,0,0
rcsp,0,1,1,0,0,0,0,0
rd,4,0,1,0,0,1,0,2
rdez,2,0,0,0,2,0,0,0
rdp,1,0,0,0,0,0,0,1
rdv,203,75,32,36,26,24,44,116
rdvs,0,2,0,0,0,0,0,2
re,119,39,39,24,19,18,29,29
reaction,3,0,0,1,0,0,0,2
reactions,1,2,0,0,3,0,0,0
reactivé,1,1,1,0,0,0,0,1
reactualiser,1,0,0,0,0,0,1,0
reading,3,0,0,0,0,3,0,0
ready,4,0,0,1,0,1,1,1
reaggae,0,1,0,1,0,0,0,0
reagi,1,0,0,1,0,0,0,0
reagir,1,0,0,0,1,0,0,0
reagirait,1,0,0,1,0,0,0,0
reagisse,1,0,0,0,0,0,0,1
reagit,2,1,2,0,1,0,0,0
real,11,0,0,0,1,2,7,1
realise,1,0,1,0,0,0,0,0
realisent,1,0,0,0,0,1,0,0
realiser,2,0,0,0,0,1,0,1
realiste,2,0,0,2,0,0,0,0
realisé,3,0,2,1,0,0,0,0
realité,3,0,3,0,0,0,0,0
realler,0,1,1,0,0,0,0,0
really,1,0,0,0,0,0,1,0
reapparaitre,1,0,0,1,0,0,0,0
reapparu,1,0,0,0,0,0,1,0
reapprendre,2,0,0,1,0,0,1,0
reason,1,2,1,1,0,1,0,0
reattaqué,0,1,0,0,0,1,0,0
rebecherelle,1,0,0,0,0,0,1,0
rebel,1,0,0,1,0,0,0,0
rebelle,5,2,4,2,0,0,1,0
rebeller,2,0,0,1,0,0,1,0
rebeloote,1,0,0,0,0,0,1,0
rebelote,2,0,0,0,0,1,0,1
rebelotte,3,0,0,0,1,1,1,0
rebeu,2,0,0,0,0,1,1,0
rebeux,1,0,0,0,1,0,0,0
rebipe,1,0,0,0,0,0,0,1
rebisous,1,0,0,1,0,0,0,0
reboire,1,0,0,0,0,0,1,0
rebollo,1,0,0,0,0,1,0,0
rebon,1,0,0,1,0,0,0,0
rebondir,1,0,0,0,0,0,1,0
rebondissements,1,0,0,0,0,0,1,0
rebonne,2,0,2,0,0,0,0,0
reboostera,1,0,0,0,0,0,0,1
reboosté,1,0,0,0,0,0,1,0
rebor,1,0,1,0,0,0,0,0
rebord,3,1,0,1,1,1,0,1
rebossai,1,0,1,0,0,0,0,0
reboucher,1,0,1,0,0,0,0,0
reboude,0,1,1,0,0,0,0,0
rebour,1,0,0,0,0,1,0,0
rebours,2,0,0,0,0,2,0,0
rebuffy,1,0,0,0,0,0,0,1
rebutent,0,1,1,0,0,0,0,0
rebuté,0,1,0,1,0,0,0,0
recaler,1,0,1,0,0,0,0,0
recalè,1,0,1,0,0,0,0,0
recalée,1,0,1,0,0,0,0,0
recasé,1,0,1,0,0,0,0,0
rececoir,1,0,0,0,0,1,0,0
recemment,3,0,0,0,0,3,0,0
recensement,1,0,0,1,0,0,0,0
reception,1,1,1,0,1,0,0,0
receptionnant,1,0,0,0,0,1,0,0
receptionnes,1,0,0,0,1,0,0,0
receptions,0,1,0,0,0,0,0,1
receré,0,1,0,0,0,0,1,0
recesir,1,0,0,1,0,0,0,0
recette,6,4,0,1,0,1,6,2
recettes,2,1,0,0,0,0,3,0
recettesm,1,0,0,0,0,0,1,0
receuilli,1,0,1,0,0,0,0,0
recevai,0,1,0,0,0,0,0,1
recevais,2,0,0,0,0,1,1,0
recevait,1,0,0,0,0,0,1,0
recevant,0,1,1,0,0,0,0,0
receviez,1,0,0,0,1,0,0,0
recevoir,47,14,10,14,4,6,14,13
recevoit,1,0,1,0,0,0,0,0
recevra,3,0,0,1,0,0,0,2
recevrai,1,0,0,0,0,1,0,0
recevras,2,1,1,1,0,0,0,1
rech,1,0,0,0,0,0,0,1
rechange,1,3,0,1,1,0,2,0
rechanger,1,0,0,0,1,0,0,0
recharge,6,0,1,1,1,2,0,1
recharger,4,1,3,0,0,0,1,1
recharges,1,0,0,0,0,1,0,0
rechargée,1,0,0,0,1,0,0,0
rechauferai,1,0,0,0,0,0,0,1
recherchait,1,0,0,0,0,0,0,1
recherche,28,9,5,4,3,10,9,6
recherchent,1,0,0,0,0,1,0,0
rechercher,2,2,1,1,0,1,0,1
recherches,13,4,1,3,5,2,4,2
recherché,2,2,2,1,0,0,1,0
rechute,3,0,0,0,0,1,2,0
rechuter,0,1,0,0,0,0,1,0
recieved,1,0,0,1,0,0,0,0
reclamation,1,0,0,0,0,0,0,1
reclamer,1,0,0,1,0,0,0,0
reclamerai,1,0,0,0,0,0,0,1
reco,1,0,0,0,0,0,0,1
recoi,2,0,0,0,0,0,2,0
recoiffe,1,0,1,0,0,0,0,0
recoiffer,1,0,0,0,0,0,0,1
recois,26,6,6,10,6,4,5,1
recoit,0,3,2,0,0,1,0,0
recoivent,0,1,0,1,0,0,0,0
recoives,0,1,0,1,0,0,0,0
recoler,0,1,0,0,0,0,1,0
recolle,0,1,1,0,0,0,0,0
recoller,1,1,0,1,0,0,1,0
recolé,0,1,0,0,0,0,1,0
recomancé,1,0,0,0,0,0,0,1
recomandè,1,0,1,0,0,0,0,0
recomence,1,0,0,0,0,0,0,1
recommandation,1,0,0,0,0,0,1,0
recommandations,1,0,0,0,0,0,0,1
recommande,1,0,0,0,0,0,1,0
recommander,1,0,0,0,0,0,0,1
recommandé,6,0,1,0,0,0,4,1
recommence,14,6,7,1,3,2,4,3
recommencent,1,0,1,0,0,0,0,0
recommencer,9,2,0,1,3,2,1,4
recommencera,1,1,0,0,1,0,0,1
recommencerai,2,0,0,0,0,1,1,0
recommences,1,0,0,0,0,1,0,0
recommencé,1,1,0,0,1,0,0,1
recomposée,0,1,0,1,0,0,0,0
recompte,1,0,0,0,0,1,0,0
reconaissance,0,1,1,0,0,0,0,0
reconciliation,1,0,0,0,0,0,1,0
reconciliations,1,0,0,0,0,1,0,0
reconcilier,0,1,1,0,0,0,0,0
reconduire,2,0,0,0,0,0,1,1
reconduite,1,0,0,0,0,0,0,1
reconfirme,0,2,1,0,0,0,1,0
reconforter,3,0,1,0,0,1,0,1
recongelé,1,0,0,0,0,1,0,0
reconnais,9,2,0,8,0,2,1,0
reconnaissait,0,1,0,0,1,0,0,0
reconnaissance,1,0,0,0,0,0,0,1
reconnaissante,0,1,0,1,0,0,0,0
reconnaissez,1,0,0,0,0,0,0,1
reconnait,4,1,1,1,0,2,0,1
reconnaitra,1,0,1,0,0,0,0,0
reconnaitre,8,1,5,1,1,0,0,2
reconnu,13,1,1,6,2,2,2,1
reconquérir,0,1,0,1,0,0,0,0
reconsidère,0,1,1,0,0,0,0,0
reconstituent,0,1,0,0,0,0,0,1
reconstituée,1,0,0,1,0,0,0,0
reconstruction,1,0,0,0,0,1,0,0
reconstruire,1,0,0,0,1,0,0,0
recontact,1,1,0,0,1,0,1,0
recontacte,1,1,1,0,1,0,0,0
recontacter,1,0,0,0,0,0,0,1
recontactera,1,0,0,0,0,0,1,0
recontacterai,2,1,0,3,0,0,0,0
recontacterais,1,0,0,0,0,0,0,1
recontacté,1,0,0,0,0,1,0,0
recontruire,1,0,0,0,0,0,0,1
reconu,1,0,0,0,0,0,1,0
reconverti,1,0,1,0,0,0,0,0
reconvertir,1,0,0,0,0,0,1,0
recopiage,2,1,2,1,0,0,0,0
recopiant,2,0,1,1,0,0,0,0
recopie,6,2,2,3,1,2,0,0
recopiee,2,0,0,0,2,0,0,0
recopier,15,1,8,4,2,1,1,0
recopierais,1,0,1,0,0,0,0,0
recopieuse,1,0,0,0,0,1,0,0
recopié,2,2,4,0,0,0,0,0
recopiés,1,0,1,0,0,0,0,0
record,6,2,0,0,0,2,3,3
records,1,0,0,0,0,1,0,0
recouche,0,1,0,0,0,0,1,0
recoucher,0,5,0,0,0,0,5,0
recoucou,1,0,0,0,0,0,0,1
recoupe,0,1,0,0,0,0,1,0
recourbe,1,0,0,0,0,1,0,0
recourbés,1,0,0,0,0,1,0,0
recours,1,0,0,0,0,0,1,0
recous,1,0,0,0,0,1,0,0
recouvert,1,1,0,0,0,1,1,0
recouvre,1,0,0,0,0,1,0,0
recouvrir,1,0,0,0,0,0,0,1
recrache,1,0,0,0,0,1,0,0
recraqueras,0,1,1,0,0,0,0,0
recre,2,0,0,1,0,0,1,0
recreation,2,0,1,0,0,1,0,0
recree,2,0,0,2,0,0,0,0
recrer,1,0,1,0,0,0,0,0
recrispè,1,0,1,0,0,0,0,0
recroise,1,0,1,0,0,0,0,0
recroiser,1,0,0,1,0,0,0,0
recroisé,0,1,0,0,0,0,1,0
recrue,0,1,1,0,0,0,0,0
recrues,1,0,0,0,0,0,1,0
recrute,1,1,0,1,0,0,1,0
recrutement,3,1,0,0,0,2,2,0
recrutent,1,1,0,1,0,0,1,0
recruter,0,1,0,0,0,0,1,0
recruteur,1,1,0,0,0,1,0,1
recré,2,0,1,1,0,0,0,0
recrée,0,1,1,0,0,0,0,0
recréé,0,2,1,0,0,0,1,0
rectification,1,1,1,0,0,0,0,1
rectifier,1,2,0,1,0,0,2,0
recto,3,1,2,0,0,0,0,2
rectum,1,1,0,2,0,0,0,0
recu,83,29,14,32,8,13,21,24
recue,1,0,0,0,0,0,0,1
recul,4,2,0,2,0,2,1,1
reculait,1,0,0,0,0,1,0,0
recule,2,0,1,1,0,0,0,0
reculer,3,1,1,1,1,1,0,0
recup,39,2,13,0,3,2,6,17
recupera,1,0,0,0,0,0,0,1
recupere,10,5,3,2,1,0,1,8
recuperee,2,0,0,0,0,0,0,2
recuperer,25,4,1,4,5,7,1,11
recuperera,1,1,0,0,0,1,1,0
recupererai,1,0,0,0,0,1,0,0
recupereront,1,0,0,1,0,0,0,0
recuperes,3,0,0,0,3,0,0,0
recuperé,2,0,0,1,0,0,0,1
recurence,1,0,0,1,0,0,0,0
recus,1,0,0,1,0,0,0,0
recyclable,1,0,1,0,0,0,0,0
recypere,1,0,0,0,0,0,0,1
red,1,0,0,0,0,0,0,1
redac,1,1,1,1,0,0,0,0
redaction,3,0,0,2,0,0,0,1
rede,1,0,0,1,0,0,0,0
redecouvre,1,0,0,0,0,1,0,0
redeem,1,0,0,0,0,0,0,1
redegage,1,0,0,0,1,0,0,0
redemande,1,0,0,0,0,1,0,0
redemander,4,0,1,1,1,0,0,1
redemandé,2,1,1,0,0,2,0,0
redemarrag,1,0,0,0,0,0,1,0
redemarrer,2,0,0,1,0,1,0,0
redemarré,1,0,0,0,0,0,1,0
redemenage,1,0,0,0,0,1,0,0
redemenagement,1,0,0,0,0,1,0,0
redenir,1,0,0,1,0,0,0,0
redeposer,0,1,0,0,0,1,0,0
redescend,6,0,2,1,1,2,0,0
redescende,1,0,0,1,0,0,0,0
redescendez,1,0,0,0,0,1,0,0
redescendrai,1,0,0,0,0,0,0,1
