,Femme,Homme,Age1
seulement,76,41,8
seules,6,5,3
seuleument,0,1,1
seulment,2,0,0
seuls,13,2,2
seum,8,17,23
seumm,0,1,1
seummm,0,1,1
seummmmmmmm,0,1,1
seur,4,1,1
seuuuuuul,1,0,0
seuvré,0,1,1
seven,3,0,0
several,1,0,0
sevivorum,1,0,1
sevrage,1,0,0
sevrée,0,1,0
sevrés,1,0,0
sex,14,1,0
sexcuse,0,1,0
sexe,17,5,1
sexion,0,1,1
sexlist,6,0,0
sexologie,1,0,0
sexplik,1,0,0
sexpliquer,0,1,0
sexprimer,1,0,0
sextius,0,2,0
sexto,1,0,0
sextoy,2,0,0
sexual,1,0,0
sexuel,1,0,0
sexuelle,4,0,0
sexusexu,1,0,0
sexx,1,0,0
sexxx,1,0,0
sexxxx,1,0,0
sexy,37,3,3
seysses,4,0,0
sf,1,0,0
sfai,1,1,1
sfaire,1,1,1
sfait,4,1,2
sfert,1,0,0
sfr,24,2,4
sg,2,0,0
sgrands,1,0,1
shaekspear,0,1,1
shagasse,2,0,0
shake,3,0,0
shakespeare,5,1,0
shakira,3,0,1
shall,0,1,0
shame,3,0,0
shampoing,6,3,4
shampooing,0,3,0
shampooinget,0,1,0
shams,4,0,0
shane,9,0,0
shannon,0,1,0
shanon,0,2,0
shark,1,0,0
she,2,2,1
sheherazade,0,1,0
sheldon,1,0,1
shema,1,0,0
sherie,1,0,1
sherlock,3,1,3
sheum,1,0,0
shg,0,1,0
shhh,1,0,0
shieshie,1,0,0
shinobis,0,1,1
shinoda,1,0,0
ship,0,1,0
shipping,1,0,0
shirt,27,10,16
shirts,1,0,1
shit,3,1,1
shmilblick,1,0,0
shock,2,1,2
shoe,0,1,1
shoes,4,0,0
shogun,0,1,1
shooter,2,0,0
shootes,1,0,0
shootée,1,0,0
shop,3,0,0
shoping,1,0,0
shopp,0,1,1
shopping,21,1,0
shoppinguer,2,0,0
shoppping,1,0,0
short,18,12,10
shortly,0,1,0
shorts,2,0,0
shot,0,1,0
shots,0,1,1
should,0,1,0
shoulder,1,0,1
shoushou,1,0,0
show,3,5,3
shrek,1,0,1
shtarpe,2,0,0
shtrumph,1,0,0
shu,2,0,0
shui,1,0,1
shuman,1,0,0
shupped,1,0,0
shut,1,2,2
shuuttt,0,1,1
shweppses,1,0,0
shy,1,0,0
shym,4,0,0
si,4894,1426,1024
sia,1,0,0
siamois,1,0,0
siamoise,1,0,0
siamoises,1,0,1
sias,2,0,0
siatique,1,0,0
sic,2,1,0
sicilia,2,0,0
sick,2,2,0
sicuramente,1,0,0
sida,3,0,0
siddère,1,0,0
side,1,0,0
siecle,1,0,0
sied,1,0,0
siege,4,0,0
sien,7,2,0
sience,0,1,1
sienne,8,7,1
siennent,1,0,0
siento,1,0,0
sieste,37,11,1
siester,0,1,0
siestes,1,1,1
siete,1,0,0
sieur,0,3,0
siffle,1,0,0
siffler,1,0,0
siffles,1,0,0
sifflote,3,1,0
sigean,2,0,0
sight,1,0,0
signal,3,0,0
signale,2,1,1
signaler,2,0,0
signalé,0,1,0
signature,7,0,0
signe,48,13,4
signent,1,0,0
signer,20,7,1
signes,13,4,1
signez,1,0,0
signification,5,2,2
signifie,2,4,3
signifier,0,1,0
signè,1,0,0
signé,10,4,0
signée,4,0,0
sigur,1,0,0
sii,1,6,7
siii,8,1,1
siiii,4,0,0
siiiii,0,2,2
siiiiii,2,1,1
siiiiiii,0,1,1
siiiiiiii,1,0,0
siir,1,0,0
siisiiiii,1,0,0
sil,23,5,3
silence,8,4,2
silencieuse,1,1,1
silencieux,2,6,2
silicone,1,0,0
silouett,1,0,1
sils,2,1,0
siltauplé,1,0,0
silteplait,3,0,3
silver,1,0,0
sim,4,3,1
simer,2,0,0
similaire,2,0,0
similaires,1,1,1
simmoler,1,0,0
simon,1,0,0
simpa,3,0,2
simpatique,1,0,1
simple,104,25,19
simplemeent,1,0,0
simplement,22,11,7
simples,6,0,1
simplicite,1,0,0
simplicité,1,1,0
simplifications,1,0,0
simplifier,3,0,0
simplissime,1,0,0
simplissimes,0,1,1
simplment,1,0,0
simply,6,0,1
simpson,1,3,1
simpsons,2,0,1
simpspons,1,0,0
sims,1,2,2
simson,1,0,1
simulateur,1,0,0
simulation,2,0,0
simuler,1,0,0
sin,4,4,7
sinah,2,0,2
sinan,8,5,6
sincere,2,2,1
sincerement,2,1,2
sinceremment,1,0,0
sinceres,1,0,0
sincerite,1,0,0
sinchro,1,0,0
sincère,15,0,2
sincèrement,2,2,2
sincères,2,0,0
sincérement,1,0,0
sincérité,0,1,0
sine,0,1,0
sing,1,0,0
singapor,1,0,0
singapour,1,0,0
singe,3,0,0
singer,1,0,1
singes,3,1,0
single,2,0,0
singlé,1,0,0
sinik,1,0,0
sinin,1,0,0
siniorita,0,1,1
sinn,63,3,37
sinnan,1,0,0
sinno,1,0,0
sinnon,0,1,1
sino,3,0,0
sinom,1,0,0
sinon,783,268,159
sinoon,1,0,0
sinquiete,2,0,0
sinscrire,1,0,0
sinstallent,0,1,0
sinus,0,1,1
sinusite,3,1,0
sion,2,0,0
sionn,1,0,0
sioux,1,0,0
siphon,0,2,0
sir,6,3,1
sirach,1,0,0
sirene,1,0,0
siri,0,1,0
sirop,14,7,2
sirops,1,0,0
sirène,0,1,0
sis,8,0,1
sisi,12,5,6
sisiii,0,1,1
sisiiiiii,0,1,1
sisis,1,0,0
sisisi,1,0,0
sisisisisisiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0,1,1
sista,1,0,0
sistah,2,0,1
sister,4,0,1
sisteron,2,0,0
sisterr,1,0,0
sisters,1,0,1
sisyphe,1,0,1
site,79,33,10
siter,0,3,0
sites,10,4,0
siti,0,1,0
siting,1,4,0
sitter,1,0,0
sitterai,0,1,1
sitting,10,1,1
situ,1,0,0
situation,28,6,2
situations,5,0,0
situe,1,1,1
situer,1,2,0
situveux,0,1,0
situé,2,1,0
sité,0,1,0
siu,1,0,1
six,20,5,2
sixieme,3,0,0
sixteen,1,0,0
siècle,3,2,0
siècles,0,1,0
siège,8,0,1
sièges,0,1,0
siécle,1,0,0
sje,1,0,0
skate,2,1,1
skateboard,1,0,0
ske,61,0,45
skel,3,0,2
skeles,1,0,0
sketch,8,2,4
ski,35,8,17
skiais,1,0,0
skier,1,0,0
skil,3,0,1
skillet,0,1,0
skins,8,2,0
skizophrene,1,0,0
skoiter,1,0,0
skon,3,0,2
skouatter,1,0,1
skoupe,1,0,1
skuz,0,1,1
sky,0,4,4
skylab,1,0,0
skypage,1,0,0
skype,58,9,1
skyper,2,0,1
skypera,2,0,0
skyrim,0,1,0
skyrock,1,0,0
sla,1,0,0
slahsh,0,1,1
slater,2,0,0
sleep,1,2,0
sleeping,3,0,0
sleepingtrucs,0,1,0
slept,1,0,0
slevin,2,0,0
slim,3,0,2
slims,1,0,0
slip,8,0,2
sllz,1,0,0
slmnt,1,0,0
slmt,2,0,0
slogan,1,0,0
slogant,1,0,0
sloguant,1,0,0
slovaquie,1,0,0
slt,84,36,41
slu,2,0,2
slumdog,2,0,0
slut,1,0,1
sm,2,0,1
smach,2,0,0
smack,1,0,0
smaiine,1,0,0
smaine,6,5,0
smak,2,0,2
smaker,1,1,2
smala,0,1,0
small,1,0,0
smart,0,1,0
smartphone,2,0,0
smash,0,1,1
smatin,0,1,0
smc,0,1,0
sme,1,0,0
smeblait,1,0,0
smecta,2,0,0
smeil,0,1,0
smelling,1,0,1
smet,0,1,0
smic,5,0,0
smile,5,1,1
smiley,17,6,4
smileys,2,1,1
smileyy,1,0,0
smileyyyyyyyyyy,1,0,0
smimey,1,0,0
smirnoff,1,0,0
smith,3,1,0
smiths,1,0,0
smoke,1,0,0
smoker,1,0,0
smoking,1,1,1
smoothies,0,1,1
smothie,0,1,1
smouak,5,0,0
smp,0,4,4
sms,326,140,101
sms4science,2,0,0
smylet,1,0,0
smyley,1,0,0
sn,8,1,0
snack,1,1,1
snas,1,0,0
sncf,22,5,1
snecma,1,0,0
sneijder,0,2,0
snfc,1,0,0
snif,35,4,3
sniff,6,3,4
sniiif,1,0,0
sniiiiff,1,0,0
sniiiiiif,1,0,0
sniiiiiiiiif,1,0,0
snn,1,0,1
snob,7,0,0
snobbe,1,0,0
snobbes,1,0,0
snoberait,1,0,0
snobisme,1,0,0
snobitude,1,0,0
snobé,1,0,0
snon,0,2,2
snoop,2,1,0
snoopy,1,0,0
snouf,2,0,0
snow,1,2,2
sns,1,0,0
snt,4,0,0
so,37,12,4
soa,1,0,1
soaked,0,1,0
sobre,1,0,0
sobstiner,0,1,0
soc,3,0,0
soccer,1,0,0
soccupe,1,0,0
sochaux,0,6,2
sociabilisation,1,0,0
sociabilises,1,0,0
sociabilité,2,0,0
sociable,4,0,0
social,8,1,0
sociale,6,8,2
sociales,1,0,0
socialiste,0,1,1
socialistes,1,1,1
sociaux,3,2,1
societe,2,0,0
socio,17,1,0
socioculturelles,1,0,0
sociolingq,1,0,0
sociolinguistes,1,0,0
sociolinguistique,3,0,0
sociologie,2,1,0
sociologique,1,0,0
sociopathe,4,1,0
société,10,6,2
sociétés,0,1,0
socrate,1,0,0
soda,1,1,1
sodas,1,0,0
sodo,1,0,0
sodomie,2,0,0
sodomiser,1,2,0
soertir,1,0,0
soeur,149,39,72
soeurete,1,0,0
soeurette,7,0,0
soeurettes,2,0,0
soeurs,16,3,4
sof,2,3,1
sofinco,1,0,0
sofro,1,0,1
soft,5,0,0
softs,0,1,0
software,0,1,0
sogni,1,0,0
soi,31,8,5
soie,1,1,0
soies,4,0,4
soif,4,7,2
soignante,0,2,0
soigne,17,3,2
soigner,5,2,2
soignerai,2,0,0
soignes,2,0,0
soigné,1,0,0
soii,1,0,0
soiiigne,1,0,0
soiiiir,1,0,0
soiir,2,0,0
soin,41,12,6
soins,3,1,0
soir,2048,578,290
soire,0,1,0
soiree,120,12,1
soireeeeee,1,0,0
soirees,3,0,0
soirpetite,1,0,0
soirr,1,0,0
soirrr,1,1,1
soirrée,0,1,1
soirs,27,4,5
soirè,4,1,0
soirèe,4,0,1
soiré,7,3,0
soirée,728,214,97
soiréeeee,1,0,0
soiréeet,1,0,1
soirées,22,11,7
soitje,1,0,1
soivent,1,0,0
soixantaine,2,0,0
soixante,2,0,0
soja,1,0,0
sol,11,12,3
solaar,0,1,0
solace,1,0,0
solaire,2,0,0
solaires,0,1,0
solar,3,0,0
solaure,1,0,0
soldat,11,0,0
soldats,2,0,0
solde,1,2,1
soldes,3,1,1
soleiiiil,1,0,0
soleil,62,33,8
solex,0,1,1
solfège,1,2,2
solide,3,2,3
solitaire,2,2,0
solition,1,1,1
solitude,8,5,3
sollicite,1,0,0
solo,37,9,8
sols,0,1,0
soludarite,1,0,0
solution,34,12,9
solutions,7,0,2
solé,0,1,1
somalien,0,1,0
somatique,0,1,0
somatisations,0,1,0
somaya,1,0,0
sombra,0,2,0
sombre,7,1,1
some,2,3,0
someone,0,1,0
somme,8,5,2
sommeiiiil,1,0,0
sommeil,56,12,12
sommeill,1,0,1
sommeille,0,1,0
sommieres,1,0,0
somnambule,1,0,0
somnifére,2,0,0
somome,0,1,0
somon,1,0,0
somos,0,2,2
somptueux,2,0,0
sonata,1,0,0
sondage,1,1,1
sonerais,1,0,0
songe,1,1,0
songer,1,2,0
songes,1,0,0
sonic,1,2,1
sonnait,3,1,1
sonne,20,3,3
sonnee,1,0,0
sonner,19,5,1
sonnerai,1,0,0
sonnerait,1,0,0
sonnerie,2,1,1
sonnes,1,0,0
sonnette,2,0,0
sonné,5,3,0
sono,8,1,0
sonores,2,0,0
sonper,0,2,2
sons,0,2,0
sony,2,1,0
sooir,2,0,1
sookie,1,0,0
soon,5,4,0
sooner,0,1,0
soooo,1,0,0
soooort,1,0,0
sooooule,1,0,0
soor,1,0,0
sopalin,2,0,0
sopalins,1,0,0
sophia,1,0,0
sophistique,1,0,0
sophistiqué,3,0,0
sophistiquée,1,0,0
sophrologie,1,0,0
soporifique,2,0,0
soporifiques,1,0,0
soquettes,1,0,0
sor,7,0,1
sora,0,1,0
sorbonne,1,2,0
sorcier,0,1,1
sorciere,1,0,0
sorcière,2,2,0
sorcières,1,0,0
sord,1,0,0
sorella,1,0,0
sorganisera,1,0,0
sorgue,0,1,1
sorprendente,1,0,0
sorry,32,7,0
sors,221,65,50
sort,107,39,29
sortai,2,0,2
sortaient,0,1,1
sortais,7,1,4
sortait,6,5,5
sortant,32,6,6
sorte,55,24,19
sortent,5,5,2
sortes,5,0,1
sortez,8,2,1
sorti,97,37,37
sortie,70,26,14
sorties,17,1,1
sortiez,1,0,0
sortiiir,1,0,0
sortir,178,91,58
sortira,7,2,2
sortirai,11,1,2
sortirais,3,4,3
sortirait,1,0,0
sortiras,2,0,0
sortirez,1,0,0
sortiront,1,0,1
sortis,5,2,1
sortit,2,0,0
sortor,1,0,0
sorts,1,0,0
sorà,1,0,0
sos,6,0,0
sosi,1,0,0
sosie,5,1,0
sot,1,0,0
sotitel,1,0,0
sotte,1,1,1
sou,5,1,1
soubli,0,1,0
souci,157,19,7
soucier,2,0,0
soucii,1,0,0
souciis,1,0,0
soucis,155,45,7
souciss,1,0,1
soucoupe,0,1,1
soucoupes,1,0,0
soucy,7,0,0
soudage,0,1,0
soudain,2,1,1
soudaine,0,1,1
soudan,1,0,0
soude,0,1,1
soudé,1,0,1
soudées,1,0,0
souerette,1,0,0
souffert,2,3,1
soufflantes,1,0,0
souffle,13,2,1
soufflee,1,0,0
souffler,12,1,0
soufflerai,1,0,0
souffles,1,0,0
soufflé,2,0,0
soufflée,2,0,0
souffrance,2,0,0
souffre,1,1,1
souffrent,1,0,0
souffrif,0,1,1
souffrir,14,2,1
souffrirai,1,1,1
soufri,1,0,1
soufrir,1,3,4
soufrire,1,0,1
souhait,3,0,0
souhaitable,0,1,0
souhaitais,0,1,1
souhaitait,0,1,0
souhaitant,1,0,0
souhaite,97,23,13
souhaiter,28,7,0
souhaiterais,1,2,0
souhaites,0,1,0
souhaitez,3,0,0
souhaitons,0,1,0
souhaits,2,0,0
souhaité,4,1,1
souis,4,1,0
souk,1,0,0
soul,4,3,2
soulage,3,4,2
soulagement,4,0,2
soulager,6,0,0
soulagera,1,0,0
soulagè,1,0,0
soulagé,3,2,1
soulagée,3,2,0
soulai,1,0,1
soulant,0,2,1
soule,42,29,15
souler,9,3,3
soulera,2,0,0
soules,1,0,0
soulevais,1,0,0
souleve,0,1,1
soulez,1,0,1
souliers,1,0,0
souligne,1,0,0
soulignerai,1,0,0
soulève,1,0,0
soulé,5,10,0
soumets,1,0,0
soumettre,1,0,0
soumis,5,2,0
soumise,3,4,5
soummettre,1,0,0
soun,1,0,0
sound,1,1,0
sounds,0,1,0
soupe,12,3,1
souper,2,3,0
soupir,6,0,0
soupire,1,1,1
souple,1,0,0
souplesse,4,0,0
soupsonné,1,0,0
soupçonneuse,1,0,0
sour,12,0,0
source,12,2,0
sources,6,3,3
sourcil,5,0,1
sourcilier,1,0,0
sourcils,1,1,1
sourd,0,1,0
sourde,1,0,0
sourds,3,0,0
souri,3,1,2
souriant,4,0,0
souriante,1,1,0
sourie,0,4,2
sourient,1,0,0
sourira,1,0,0
sourire,52,7,17
sourires,4,1,3
souris,34,6,8
sourit,1,0,0
sournois,1,0,0
sous,246,63,28
sousay,1,0,0
souscrivant,1,0,0
souso,0,1,0
sousou,0,1,0
sousous,2,0,0
sousousous,1,0,0
soussigné,2,0,0
soustraction,1,0,0
soustraits,1,0,0
sousvpour,1,0,0
sout,1,0,0
soutenais,0,1,0
soutenance,3,4,0
soutenances,1,0,0
soutenir,6,1,0
soutenu,1,0,0
soutenue,1,0,0
soutien,15,17,4
soutiendrai,0,1,0
soutiendras,0,1,0
soutiennent,0,1,1
soutiens,8,0,2
soutient,3,0,0
soutif,2,0,0
soutifs,1,0,1
soutirer,0,1,1
souuus,1,0,0
souuuuffert,1,0,0
souuuule,1,0,0
souuuuuuuuus,1,0,0
souvan,1,0,1
souvenai,1,0,0
souvenais,4,0,0
souvenait,2,1,0
souvenir,14,6,3
souvenirs,19,2,0
souvent,110,28,24
souvenu,1,0,0
souvien,3,0,2
souviendra,2,1,0
souviendrai,1,0,0
souvienne,1,0,0
souviens,80,33,10
souvient,6,2,0
souvrir,0,1,0
sovietica,1,0,1
soy,2,0,2
soyè,1,0,0
soìr,0,1,0
soûle,0,1,0
sp,1,0,0
sp0rt,1,0,0
spa,2,0,1
space,3,1,3
spaeth,0,1,0
spaghetti,3,0,1
spaghettis,2,0,0
spagueti,1,0,1
spam,2,0,0
spammé,0,1,0
spanish,1,0,0
spas,1,0,0
spasfon,7,0,0
spasse,1,2,2
spassse,1,0,0
spat,1,0,0
spc,1,0,1
spe,8,0,0
speacker,1,0,1
speak,1,1,1
speaking,3,0,0
spec,3,0,1
special,11,0,1
speciale,0,1,0
specialiste,2,0,0
specials,1,0,0
specie,1,0,0
specifique,1,0,0
spect,0,1,0
spectacle,16,11,7
spectacles,2,2,0
spectateur,0,1,0
spectateurs,0,1,0
spectro,1,1,0
spectrométrie,0,1,0
speculations,1,0,0
speculoos,0,1,0
speech,1,0,0
speed,6,3,0
speede,1,0,0
speeeede,0,1,0
speetch,1,0,0
spent,1,0,0
speram,1,0,0
speriamo,1,0,0
spermé,1,0,0
spero,1,0,0
sph,1,0,0
sphinx,1,0,0
spider,2,0,0
spiderman,3,0,0
spie,2,0,0
spiegelau,0,1,0
spiego,1,0,0
spielberg,1,0,0
spino,3,0,3
spirale,0,1,1
spire,1,0,0
spirit,2,1,1
spirituel,1,0,0
spirituelle,2,0,0
spirituelles,1,0,0
spissou,0,2,0
spissounet,0,1,0
splashé,1,0,0
spleen,1,0,0
splendeur,0,1,1
splendide,2,2,2
splendides,0,1,1
spo,1,0,0
spoile,1,0,0
spoilé,1,0,0
spontan,1,0,1
spontanees,1,0,0
spontannees,2,0,0
spontannement,0,1,0
spoooort,1,0,0
spor,2,0,2
spore,1,0,0
sport,138,45,29
sportif,5,2,0
sportive,2,5,1
sportives,1,0,1
sports,5,3,5
spose,0,2,2
spray,3,0,0
spre,1,0,0
sprint,3,4,3
sprinter,0,1,0
sprinteuse,1,0,0
sprints,1,0,0
sprinté,1,0,0
sprit,1,0,1
spè,3,0,3
spère,1,0,0
spé,13,2,10
spéci,0,1,1
spécial,34,12,16
spéciale,3,1,1
spécialement,12,3,3
spéciales,2,0,0
spécialise,1,0,0
spécialiste,3,2,0
spécialistes,0,1,0
spécialisé,2,1,1
spécialisée,1,0,0
spécialité,2,2,0
spécialités,1,0,0
spécifique,3,0,1
spécifiques,0,1,0
spéculation,1,0,0
spéculos,1,1,1
spéculum,1,0,0
spéléo,0,1,0
square,1,1,0
squarenix,0,1,0
squash,1,3,0
squat,2,2,0
squatai,1,0,1
squate,1,0,0
squater,2,3,0
squateur,1,0,0
squateuse,0,1,0
squatte,1,1,2
squatter,2,1,1
squatteuse,2,0,0
squatté,1,1,1
sque,1,0,1
squelch,2,0,0
squelsh,1,0,0
squetch,1,0,0
sr,18,1,3
sra,2,3,1
srai,4,0,0
sraplé,1,0,0
sre,1,0,0
srefait,1,0,0
srejoigne,1,0,0
srepren,1,0,1
sresser,1,0,1
sretrouve,1,0,1
sri,2,0,0
srmaine,1,0,0
srmt,1,0,0
srpanj,1,0,0
srtir,1,0,1
srtt,4,0,0
srx,95,5,27
srxxx,1,0,0
ss,66,6,2
ssecla,3,0,3
ssii,0,1,1
ssin,1,0,0
sssookie,1,0,0
ssssiii,0,1,1
ssur,1,0,0
ssé,1,0,0
st,160,28,18
st2i,0,2,2
sta,2,0,2
stabiliser,1,1,0
stable,1,1,0
stables,1,1,0
stad,0,1,1
stade,23,17,20
stadium,2,1,2
staff,1,0,0
stag,0,1,1
stage,119,34,9
stages,7,3,0
stagiaire,5,1,1
stagiaires,3,0,0
stagnes,1,0,0
stai,7,0,2
stairway,1,0,1
stalin,1,0,1
stalingrad,1,0,1
stand,5,2,2
standardiste,0,1,0
standards,0,1,0
standby,1,0,0
stanhome,1,0,0
stanley,0,2,1
stanome,1,0,1
stansted,1,0,0
stanto,0,1,0
stané,1,0,1
staprem,5,0,1
staps,1,1,0
star,7,4,3
starbuck,1,0,0
starbucks,4,0,2
starbuckss,1,0,0
starcraft,0,3,2
starr,1,0,0
stars,3,2,0
starsbourg,0,1,1
start,1,1,0
starting,1,0,0
starwars,2,0,0
stat,1,1,0
state,2,0,0
states,1,0,0
station,17,6,2
stationnement,0,1,0
stationné,0,1,0
stations,3,1,0
stats,1,3,0
statu,1,0,0
statut,14,2,1
statuts,2,0,1
statué,0,1,0
stavros,0,1,0
stay,1,0,0
ste,10,6,12
steack,5,0,0
steacks,1,0,0
steadycam,0,1,0
steak,6,4,3
steck,1,0,0
steel,9,0,0
stefan,1,0,0
stella,1,0,0
stelle,1,0,0
step,11,0,0
stepeur,1,0,1
stephano,1,0,0
steplé,0,1,1
sterdex,1,0,0
sterminer,1,0,0
stesso,2,0,0
steup,1,1,0
steuplait,0,2,2
steuple,2,0,2
steve,1,0,0
steven,2,0,0
stewart,1,0,0
stfu,1,0,0
sti,1,0,0
stiff,2,0,0
stiffounet,1,0,0
stigmatisé,1,0,0
stilet,1,0,1
still,1,2,1
stilé,0,1,1
stimulant,1,0,0
stimule,0,1,0
stinson,2,0,0
stip,0,1,0
stitch,1,0,0
stiu,3,0,0
stld,1,0,1
stm,0,1,0
sto,17,1,1
stock,8,2,1
stocke,1,1,1
stockholm,5,0,0
stockolm,3,0,0
stocks,1,0,0
stocké,1,0,0
stoi,4,0,1
stolen,0,1,0
stomac,1,0,1
stone,1,1,1
stooo,1,0,0
stop,49,9,8
stopped,0,1,0
stopper,2,0,0
stoppé,1,0,0
stopè,1,0,1
store,1,3,1
storm,1,0,1
story,11,4,6
stp,452,130,137
stplé,1,0,0
stppp,2,0,0
stppppppp,1,0,0
stpstpstp,1,0,0
strange,0,1,1
strangle,1,0,0
stras,0,2,0
strasbourg,3,3,1
strasse,1,0,1
stratageme,1,0,0
stratagene,1,0,0
stratagème,1,0,0
strategie,3,0,0
strategy,2,0,0
stratègy,1,0,0
stratégie,3,0,1
strauss,1,0,1
streak,0,1,0
stream,0,2,0
streaming,1,0,0
streap,0,1,0
strecè,1,0,0
streep,2,0,0
street,8,2,1
stresan,1,0,0
stress,55,10,6
stressai,1,0,0
stressait,1,0,0
stressan,1,0,0
stressano,1,0,0
stressant,7,2,2
stressante,1,0,1
stresse,26,2,4
stressee,3,0,0
stressent,1,0,0
stresser,20,2,6
stresses,4,0,4
stressez,2,0,1
stressè,2,0,1
stressé,11,2,1
stressée,3,0,1
stressés,1,1,1
strict,1,1,1
strictement,4,1,0
strike,1,0,1
striker,0,1,0
strikes,0,1,0
string,4,3,1
strip,0,1,0
stripes,2,0,0
stripteases,0,1,0
strogy,1,0,0
strophe,2,0,0
strouphement,1,0,1
strouphms,1,0,1
strouv,1,0,0
strouve,0,1,1
strouvera,1,0,0
struc,0,1,1
structure,4,1,0
structures,2,0,0
structuré,1,0,1
strumpf,1,0,0
sts,0,1,0
stu,22,6,8
stuck,0,1,0
studiando,1,0,0
studiare,2,0,0
studies,0,1,0
studieuse,2,0,0
studio,6,0,0
study,0,1,0
stunami,1,0,0
stupeflip,0,1,0
stupid,2,4,2
stupide,4,0,1
stupides,1,0,1
stupidité,2,0,0
stuv,2,0,0
stuve,1,0,1
stuveut,2,0,0
stuveux,1,0,0
style,29,16,16
styleee,1,0,0
styler,2,2,2
styles,1,0,0
styllo,1,0,0
stylo,8,3,3
stylos,1,0,0
stylé,2,7,6
stylée,0,2,2
styléeee,0,1,1
stérile,0,1,0
stériles,0,1,0
stérilet,1,0,0
stéréo,3,0,0
stéréochimie,1,0,0
stéréotypes,1,0,0
su,47,13,4
sua,0,1,1
suand,1,0,0
suaps,1,1,0
sub,2,1,0
subaru,1,0,0
subay,1,0,0
subconscient,2,0,0
subi,1,1,0
subir,1,3,2
subiras,1,0,0
subissé,1,0,1
subit,3,1,2
subjective,1,0,0
subjonctif,1,0,0
sublime,1,0,1
sublimeee,1,0,0
sublimer,1,0,0
submerge,0,1,0
submerger,1,0,0
submergée,1,0,0
subookée,1,0,0
subordonnée,1,0,0
subsister,1,0,0
subst,0,1,0
substance,1,1,0
substitution,1,1,1
subterfuge,1,0,0
subtil,3,0,0
subtilement,0,2,0
subtilise,1,0,0
subtiliser,1,0,0
subtilité,3,0,1
subv,0,1,0
subvention,1,0,0
subventionner,0,1,1
subventions,1,0,0
subway,4,0,0
suc,1,0,0
succes,1,0,0
succession,1,0,0
succombe,1,0,0
succombé,1,0,0
succèdent,2,0,0
succès,9,0,1
succé,1,0,1
suce,0,4,0
suceptible,0,1,1
sucer,1,1,0
sucette,2,0,1
sucettes,1,0,0
suceur,1,0,0
suceuse,2,1,1
suche,0,1,0
suchi,1,0,0
sucidaire,0,1,1
sucider,1,0,0
suck,3,0,0
sucks,2,0,0
sucon,4,0,4
sucre,15,2,3
sucrer,1,0,0
sucres,1,1,0
sucré,1,3,1
sucrée,1,1,0
sucé,0,1,0
sud,27,8,1
sud4science,1,3,2
sudiste,1,0,0
sudistique,0,1,0
sudoku,1,1,0
sue,11,1,2
suedoise,3,0,0
suer,2,0,0
sueur,1,1,0
sueurs,1,0,0
suffered,1,0,0
suffiiiiiit,1,0,0
suffir,1,0,1
suffira,10,0,2
suffire,2,1,0
suffisait,3,0,1
suffisament,8,0,0
suffisamment,3,2,2
suffisant,9,1,2
suffisent,1,1,0
suffit,31,15,8
sufisant,1,0,0
sug,1,0,0
sugar,1,0,0
suggerer,1,0,0
suggestion,0,1,0
suggestions,2,0,1
suggère,1,1,0
suggéré,1,0,0
sui,82,14,17
suicidaire,1,2,1
suicide,3,1,1
suicident,1,0,0
suicider,3,0,0
suicidé,1,0,0
suiiiiite,1,0,0
suinte,0,1,0
suir,2,1,0
suism,1,0,0
suiss,2,0,0
suisse,5,4,1
suisà,1,0,1
suit,16,9,4
suite,199,59,23
suitemm,1,0,0
suites,2,0,0
suivais,1,0,0
suivait,2,0,0
suivant,27,10,4
suivante,0,1,1
suivantes,0,1,0
suivants,0,2,0
suive,1,0,0
suivent,2,1,1
suives,1,0,0
suiveur,1,0,0
suivi,13,3,4
suivie,2,0,0
suivit,1,0,0
suivr,1,0,1
suivra,1,2,0
suivrai,2,0,0
suivrais,3,0,1
suivrait,1,0,0
suivras,2,0,0
suivre,29,10,2
suj,1,0,0
sujet,103,29,38
sujets,17,1,5
sujon,1,0,0
sujète,1,0,0
sull,1,0,0
summer,1,0,0
sumo,1,0,0
sumpa,2,0,0
sun,4,1,1
sunati,1,0,0
sundae,2,0,1
sunday,2,1,0
suni,2,0,0
sunny,0,1,0
sunshiiiine,1,0,0
sunt,5,0,0
suo,1,0,1
suos,1,0,0
sup,11,0,0
supeeeeer,2,0,0
supeeer,2,0,0
super,535,153,113
superbe,4,2,0
superbes,0,1,1
superficialité,1,0,0
superficiel,1,1,0
superficielle,1,0,0
superficielles,1,0,0
superficiels,1,0,0
superieur,5,0,0
superieure,2,1,0
superluminiques,0,1,0
superman,2,0,1
supermarché,3,1,0
superposition,1,0,0
superrii,1,0,0
supers,0,1,1
superstiition,1,0,0
superstitieux,1,0,1
supervision,1,0,0
supleante,1,0,1
suplementaires,1,0,0
suplis,1,0,1
suporte,2,0,1
suporter,1,0,0
suportè,1,0,0
supose,1,0,1
supp,1,0,0
supperrr,1,0,0
suppleante,2,0,1
supplications,0,1,1
supplice,2,0,1
supplie,1,0,0
suppliiies,1,0,0
supplément,2,0,0
supplémentaire,1,0,0
supplémentaires,4,0,0
suppo,0,1,0
support,1,0,0
supportable,2,1,0
supporte,34,6,6
supporter,15,0,4
supportera,1,1,1
